gene	logFC	logCPM	F	PValue	FDR
PAH	9.04911159447859	2.82722645773992	143.444215014834	3.38207269018688e-07	0.000218481895786072
NKD2	5.79303532876938	1.22175225588529	118.836488719043	4.09839539164303e-07	0.000238624393983304
UPK3A	8.11294877492104	5.48364831868581	174.677354896641	4.1248827720155e-07	0.000238624393983304
RDX	6.25970541862885	3.95248407435284	185.641941517663	4.22308988508906e-07	0.000238624393983304
FXYD2	7.58102938246691	3.68035807529538	117.801818172389	4.26746801675757e-07	0.000238624393983304
PLPP2	-5.93741577882331	5.64615791867682	205.677776678235	4.40423685013242e-07	0.000238624393983304
NDNF	6.28533902891438	1.99671674212097	116.904604778152	4.68963709174451e-07	0.00024614732685294
TDRP	5.93770925675661	0.332988830685192	117.433223884807	5.16512267675097e-07	0.000262889092359725
FGG	11.9763428562169	3.99827584608936	250.235825235164	5.37941989726767e-07	0.000265743342925023
MASP1	8.45599417604575	3.61620244159932	109.995363223293	5.98606738255456e-07	0.000282238406766943
GPSM1	7.33533194026255	2.11903247499388	112.227222521991	6.04940619409975e-07	0.000282238406766943
PNMA6A	7.40315685458888	0.793078787844773	121.710194575676	7.17029646633859e-07	0.000325492701212494
LINC01503	6.17673258173064	0.62656788659767	109.963791910386	8.02817614050981e-07	0.000354845385410534
DOK7	7.58121710322526	2.10611760272473	104.150494819629	8.93245250917812e-07	0.000384690954728605
STX19	-8.23457489250994	2.31322486552246	128.701501546507	9.24978450024742e-07	0.000386929682478392
AL158151.1	6.35069847359835	1.88778204833357	100.145463885793	9.44517562610983e-07	0.000386929682478392
SLC22A18AS	-4.60937372783002	4.041297327085	166.547668608021	1.01049080102778e-06	0.000404100083191968
MFAP2	7.16709553657856	5.76460831977636	160.264396073376	1.11207263946345e-06	0.000434380745405304
SERPINB5	-10.3483077921081	4.05524434876106	113.037852202894	1.21593807836833e-06	0.000464156726460784
S100A9	6.47643308589045	4.02707804038823	130.634699969393	1.31883793580567e-06	0.000464172426013465
FMOD	4.51289678115537	3.60326312729913	156.102852637033	1.33203247272616e-06	0.000464172426013465
CX3CL1	4.89593314539915	2.24237481081125	123.505520943854	1.33997808700159e-06	0.000464172426013465
MELTF	4.30802305193856	5.57077795105907	155.046829764472	1.34586237782554e-06	0.000464172426013465
SMIM1	5.93309522164247	5.18057670216137	155.581242301218	1.35415866126815e-06	0.000464172426013465
EDA	5.70878803072776	4.05769896882518	147.311005042561	1.38443862468117e-06	0.000465060622802897
EMID1	7.10616540266013	3.9903945528134	107.915434931961	1.44356204078372e-06	0.000474563391526522
IL6R	-5.4968523602056	4.59967344143286	149.282230834792	1.55074348396397e-06	0.000474563391526522
RRAGD	7.29638812970424	3.34602241980641	95.7764016913418	1.55760220349273e-06	0.000474563391526522
AL359504.2	5.54353713655611	1.15520074502552	90.2937528926241	1.5584242581703e-06	0.000474563391526522
SIGLEC11	10.7901549557188	3.52931489225101	114.374409312919	1.59545502061113e-06	0.000474563391526522
