gene	T273_b16_Adr_PCW18	T318_b16_Adr_PCW21	T390_b16_Adr_PCW13	T40_b16_Adr_PCW17
APOL2	129	133	14	92
APOL3	22	42	3	27
APOL4	4	4	0	3
APOL5	3	8	0	3
APOL6	16	21	4	31
APOLD1	161	312	32	300
APOLTP	80	175	20	83
APOM	8	3	2	8
APOO	316	350	28	174
APOOL	436	422	37	374
APP	6593	11262	408	3831
APP-DT	24	42	4	36
APPBP2	1226	1548	122	1036
APPBP2-DT	53	63	6	65
APPL1	395	667	54	523
APPL2	1031	1580	80	745
APRG1	81	102	11	93
APRT	17	33	0	19
APTR	124	173	18	146
APTX	859	1420	54	1074
AQP1	2	1	0	1
AQP11	363	264	4	197
AQP2	27	47	0	4
AQP3	3	9	0	0
AQP4	0	9	0	0
AQP4-AS1	137	196	30	126
AQP5-AS1	2	5	0	3
AQP6	0	0	0	4
AQP7	10	16	0	7
AQP7B	7	7	0	2
AQP8	11	30	0	7
AQP9	6	10	1	6
AQR	1152	1756	92	801
AR	30	37	2	45
ARAF	63	93	1	92
ARAP1	1464	2305	52	612
ARAP1-AS1	14	20	0	5
ARAP1-AS2	20	26	1	10
ARAP2	67	131	16	104
ARAP2-AS1	13	18	2	12
ARAP3	69	80	34	79
ARB2A-AS1	13	44	1	22
ARB2A-AS2	2	6	0	7
ARB2A-DT	74	105	5	64
ARC	0	0	0	2
ARCN1	329	549	23	240
AREG	3	0	0	3
AREL1	351	429	35	315
ARF1	269	476	24	175
ARF3	4	3	1	9
ARF4	456	644	26	327
ARF4-AS1	21	19	2	15
ARF5	4	12	0	4
ARF6	58	111	5	24
ARFGAP1	143	255	11	146
ARFGAP2	175	213	6	137
ARFGAP3	1070	1741	57	436
ARFGEF1	2059	2392	183	1641
ARFGEF1-DT	5	3	1	3
ARFGEF2	3498	7251	137	1570
ARFGEF3	131	244	52	138
ARFIP1	821	836	87	794
ARFIP2	77	120	3	58
ARFRP1	51	74	4	54
ARG1	22	56	2	37
ARG2	98	1100	13	55
ARGFX	13	26	6	10
ARGLU1	810	1493	177	1169
ARHGAP1	166	134	14	180
ARHGAP10	305	715	101	375
ARHGAP11A-DT	29	15	5	45
ARHGAP11A-SCG5	0	0	0	1
ARHGAP11B-DT	22	26	12	59
ARHGAP12	1846	2338	149	2109
ARHGAP15	272	470	70	417
ARHGAP15-AS1	2	10	0	3
ARHGAP17	2613	4070	117	1011
ARHGAP18	5905	12182	228	2146
ARHGAP19-SLIT1	12	15	1	18
ARHGAP20	450	592	47	404
ARHGAP21	3858	8192	226	2492
ARHGAP22	57	78	36	82
ARHGAP23	54	98	31	103
ARHGAP24	1002	5335	220	4726
ARHGAP25	116	146	15	135
ARHGAP26	1352	1993	267	1099
ARHGAP26-AS1	18	24	2	15
ARHGAP27	25	55	10	58
ARHGAP27P1-BPTFP1-KPNA2P3	82	118	22	103
ARHGAP28	745	646	218	1941
ARHGAP28-AS1	0	0	0	0
ARHGAP29	167	298	98	322
ARHGAP29-AS1	37	96	5	30
ARHGAP30	26	41	6	23
ARHGAP31	186	285	66	255
ARHGAP31-AS1	2	1	4	6
ARHGAP32	2118	3192	159	1624
ARHGAP33	17	36	23	96
ARHGAP35	1149	1596	133	1289
ARHGAP36	182	377	4	82
ARHGAP39	292	593	47	323
ARHGAP4	58	128	9	181
ARHGAP40	6	6	0	8
ARHGAP42	897	1238	135	1257
ARHGAP42-AS1	2	0	0	4
ARHGAP44	157	201	34	162
ARHGAP44-AS1	9	10	1	5
ARHGAP45	11	17	0	13
ARHGAP5	1146	1797	125	1286
ARHGAP5-AS1	0	5	0	2
ARHGAP6	234	359	61	279
ARHGAP9	11	14	0	5
ARHGDIA	68	80	3	53
ARHGDIB	17	23	5	26
ARHGDIG	3	0	0	0
ARHGEF1	67	141	28	140
ARHGEF10L	84	136	40	156
ARHGEF11	506	669	116	732
ARHGEF12	1952	2439	231	1833
ARHGEF15	12	16	7	31
ARHGEF16	2	6	0	2
ARHGEF17	91	84	34	122
ARHGEF18	600	1050	44	642
ARHGEF18-AS1	17	17	2	10
ARHGEF19	13	11	1	10
ARHGEF2	52	93	13	88
ARHGEF2-AS1	9	14	1	8
ARHGEF25	6	10	3	15
ARHGEF25-AS1	2	0	0	0
ARHGEF26	50	75	31	90
ARHGEF26-AS1	19	25	6	35
ARHGEF28	1145	2350	247	1932
ARHGEF28-AS2	2	1	1	1
ARHGEF3	1677	2341	140	869
ARHGEF3-AS1	8	16	0	4
ARHGEF33	21	30	1	22
ARHGEF35	0	2	0	0
ARHGEF35-AS1	37	43	14	70
ARHGEF37	28	47	4	42
ARHGEF38	36	61	3	37
ARHGEF39	4	18	2	17
ARHGEF4	102	148	23	102
ARHGEF4-AS1	0	2	0	0
ARHGEF40	172	304	17	222
ARHGEF5	15	16	1	15
ARHGEF6	391	513	38	333
ARHGEF7	3536	8687	240	2316
ARHGEF7-AS2	0	2	0	0
ARHGEF9	509	647	52	578
ARID1A	1235	1431	132	1633
ARID1B	4347	7847	653	4966
ARID1B-AS1	10	3	2	9
ARID2	1390	2227	175	1745
ARID3A	112	362	24	201
ARID3B	166	213	35	111
ARID4A	679	599	84	703
ARID4B	2940	4154	256	1975
ARID5A	7	37	0	6
ARID5B	1035	1537	91	1258
ARIH1	2633	6538	246	1784
ARIH2	938	1387	68	674
ARIH2OS	1	0	0	32
ARL1	144	135	14	83
ARL10	103	143	19	87
ARL11	9	7	3	10
ARL13A	3	7	0	7
ARL13B	131	198	31	175
ARL14EP	247	303	14	177
ARL14EP-DT	70	127	4	73
ARL14EPL	5	3	0	4
ARL15	6766	12794	618	8007
ARL16	47	20	3	28
ARL17A	60	633	27	123
ARL17B	1381	460	35	139
ARL2-SNX15	8	6	1	7
ARL2BP	118	159	5	89
ARL3	141	220	28	181
ARL4A	23	82	2	13
ARL4C	10	9	4	14
ARL4D	2	3	0	1
ARL5A	420	368	32	247
ARL5B	274	1481	32	205
ARL5C	15	44	3	16
ARL6	126	61	17	124
ARL6IP5	103	54	9	137
ARL6IP6	323	358	49	523
ARL8A	96	125	13	79
ARL8B	819	978	42	432
ARL9	14	27	0	14
ARMC1	182	156	26	208
ARMC10	161	236	17	175
ARMC12	14	15	1	12
ARMC2	313	466	41	404
ARMC2-AS1	6	0	0	0
ARMC3	31	44	3	34
ARMC5	20	28	3	36
ARMC6	59	77	7	86
ARMC7	41	53	6	52
ARMC8	747	771	97	735
ARMC9	626	2561	92	734
ARMCX1	72	224	6	38
ARMCX2	235	305	3	79
ARMCX3	658	1262	32	165
ARMCX3-AS1	5	4	0	0
ARMCX4	591	1052	112	983
ARMCX5	0	8	0	0
ARMCX5-GPRASP2	643	1243	69	601
ARMCX5-GPRASP2.1	12	27	3	15
ARMCX6	184	210	6	39
ARMH1	163	395	29	155
ARMH3	952	1215	79	913
ARMH4	489	657	78	787
ARMS2	0	1	0	6
ARMT1	54	55	5	72
ARNILA	4	12	0	15
ARNT	869	1342	58	502
ARNT2	108	133	32	151
ARNT2-AS3	1	6	0	0
ARNT2-DT	9	26	3	21
ARNTL	630	377	8	268
ARNTL2	48	78	16	45
ARNTL2-AS1	5	13	0	10
ARPC1B	9	20	1	13
ARPC2	396	670	44	377
ARPC3	54	73	6	40
ARPC4	3	7	0	8
ARPC4-TTLL3	1	2	0	7
ARPC5	66	70	4	70
ARPC5L	60	54	3	65
ARPP19	257	330	16	229
ARPP21	27	65	10	33
ARR3	0	2	0	3
ARRB1	1191	2757	93	506
ARRB2	69	274	15	77
ARRDC1-AS1	58	75	3	65
ARRDC2	7	27	1	12
ARRDC3	1733	3432	95	942
ARRDC3-AS1	159	230	19	188
ARRDC4	87	69	15	122
ARRDC5	128	229	9	82
ARSA	33	27	4	30
ARSB	123	245	22	240
ARSD	44	64	12	49
ARSD-AS1	2	0	0	0
ARSF	20	30	3	37
ARSG	282	379	20	274
ARSH	3	10	0	9
ARSI	30	32	2	25
ARSJ	106	139	8	68
ARSK	300	217	11	127
ARSL	18	36	2	21
ART1	2	5	0	5
ART3	36	60	6	32
ART4	14	20	2	4
ART5	3	6	0	2
ARTN	8	3	0	3
ARV1	89	61	6	75
ARVCF	29	68	23	66
ARX	10	4	0	3
ASAH1	191	463	13	152
ASAH1-AS1	2	9	1	3
ASAH2	35	33	1	41
ASAH2B	64	51	7	88
ASAP1	6125	7777	498	4554
ASAP2	281	730	98	460
ASAP3	441	1305	65	826
ASB1	99	138	3	100
ASB10	4	1	0	5
ASB11	4	14	1	10
ASB13	85	88	5	114
ASB14	14	29	3	16
ASB15	18	41	1	28
ASB15-AS1	10	11	2	12
ASB16	16	29	0	14
ASB16-AS1	41	38	4	59
ASB17	0	6	0	3
ASB18	32	55	5	19
ASB2	7	12	0	10
ASB3	1082	1159	129	1159
ASB4	828	1164	65	851
ASB5	27	32	1	16
ASB6	16	30	3	14
ASB7	273	252	23	239
ASB8	95	93	4	76
ASB9	9	24	6	14
ASCC1	750	1240	49	560
ASCC2	306	310	38	316
ASCC3	1199	2102	158	1233
ASCL3	2	6	0	6
ASCL5	0	2	0	0
ASF1A	262	176	11	82
ASF1B	58	216	12	71
ASGR1	8	26	1	12
ASGR2	19	20	3	10
ASH1L	4121	5160	330	2944
ASH1L-AS1	3	5	1	1
ASH2L	291	341	26	301
ASIC1	13	8	2	14
ASIC2	171	240	39	147
ASIC2-AS1	42	53	4	23
ASIC3	13	5	0	7
ASIC4	10	10	8	4
ASIC4-AS1	8	17	0	4
ASIC5	2	3	2	0
ASIP	46	66	5	56
ASL	90	106	6	59
ASNSD1	28	47	1	28
ASPA	22	35	3	17
ASPDH	0	3	0	0
ASPG	2	5	1	7
ASPH	3399	5118	138	3008
ASPHD1	27	18	9	28
ASPHD2	8	6	1	4
ASPM	62	95	24	177
ASPN	12	17	4	8
ASPSCR1	161	201	11	184
ASRGL1	36	55	10	47
ASS1	14	87	5	23
ASTE1	40	62	6	44
ASTL	5	5	0	3
ASTN1	490	784	129	1097
ASTN2	488	591	171	671
ASTN2-AS1	21	12	1	9
ASXL1	1929	3724	188	1706
ASXL2	2089	2988	131	1326
ASXL3	123	135	52	409
ASXL3-DT	0	2	0	3
ASZ1	8	11	0	11
ATAD1	655	867	50	618
ATAD2	295	583	63	499
ATAD2B	935	1463	126	1031
ATAD3A	96	269	7	86
ATAD3B	310	478	26	209
ATAD3C	16	32	2	27
ATAD5	109	132	52	186
ATAT1	190	274	28	183
ATCAY	57	86	32	74
ATE1	1486	1939	172	1534
ATF1	509	923	27	437
ATF2	971	1424	116	1051
ATF3	134	233	8	114
ATF4	202	442	8	139
ATF5	39	65	10	68
ATF6	1114	1605	107	870
ATF6-DT	6	9	3	7
ATF6B	161	184	15	174
ATF7	9	9	2	15
ATF7-AS1	5	10	0	1
ATF7-AS2	137	139	26	108
ATF7IP	1353	1426	146	1776
ATF7IP2	440	820	60	1002
ATG10	807	1647	110	1012
ATG101	13	39	1	22
ATG12	266	434	37	248
ATG13	269	469	23	235
ATG14	337	306	31	264
ATG16L1	223	376	19	170
ATG16L2	117	244	27	201
ATG2A	101	213	5	111
ATG2B	912	1389	67	560
ATG3	237	265	18	242
ATG4A	114	128	13	78
ATG4B	433	610	25	363
ATG4C	215	149	44	269
ATG4D	46	74	3	50
ATG5	1008	1026	62	712
ATG7	1286	2095	176	1452
ATG9A	36	88	10	26
ATG9B	7	8	3	6
ATIC	233	167	15	182
ATL1	115	169	22	142
ATL2	1881	3696	108	966
ATL3	88	111	22	104
ATM	1381	1979	159	1598
ATMIN	29	52	2	25
ATN1	184	398	39	378
ATOH1	0	2	0	0
ATOH7	0	3	0	0
ATOH8	11	19	4	19
ATOX1	54	71	6	31
ATOX1-AS1	6	4	0	5
ATP10A	82	135	13	135
ATP10A-DT	13	6	0	8
ATP10B	54	110	6	59
ATP10D	1753	3941	76	836
ATP10D-DT	0	3	0	0
ATP11A	1705	10064	188	1357
ATP11A-AS1	6	27	0	9
ATP11AUN	5	13	2	8
ATP11B	428	770	94	532
ATP11B-DT	4	13	2	4
ATP11C	229	294	70	316
ATP12A	9	12	0	2
ATP13A1	75	62	8	65
ATP13A2	22	33	4	31
ATP13A3	1108	1163	63	453
ATP13A3-DT	208	80	18	90
ATP13A4	128	238	13	68
ATP13A5	12	17	1	14
ATP1A1	959	4396	77	452
ATP1A1-AS1	119	218	14	171
ATP1A2	38	87	4	38
ATP1A4	6	8	1	8
ATP1B1	410	550	24	444
ATP1B2	7	11	0	7
ATP1B3	6673	65109	387	2063
ATP1B3-AS1	19	79	0	10
ATP1B4	6	7	0	5
ATP23	23	39	2	43
ATP2A1	59	81	3	48
ATP2A1-AS1	3	3	2	2
ATP2A2	1718	6188	115	1474
ATP2A3	21	44	6	44
ATP2B1	603	1553	86	534
ATP2B1-AS1	24	30	2	12
ATP2B2	145	303	24	203
ATP2B3	9	24	22	31
ATP2B4	2241	4102	113	919
ATP2C1	809	1301	121	868
ATP2C1-AS1	28	38	4	15
ATP2C2	44	78	4	53
ATP2C2-AS1	8	12	2	14
ATP4A	15	16	0	3
ATP4B	4	5	0	0
ATP5F1A	365	385	33	273
ATP5F1B	249	498	23	163
ATP5F1C	682	813	38	838
ATP5F1D	31	136	4	32
ATP5F1E	32	83	2	39
ATP5IF1	44	43	9	36
ATP5IF1-AS1	10	0	1	12
ATP5MC1	36	36	2	25
ATP5MC2	203	232	34	142
ATP5MC3	40	49	6	57
ATP5ME	55	91	3	61
ATP5MJ	65	90	7	75
ATP5MK	183	288	5	130
ATP5PB	136	182	11	139
ATP5PD	39	58	6	47
ATP5PF	151	175	23	136
ATP6AP1	51	55	3	41
ATP6AP1-DT	6	7	1	11
ATP6AP2	217	279	16	129
ATP6V0A1	1011	1816	85	582
ATP6V0A2	242	221	25	204
ATP6V0A4	46	110	6	48
ATP6V0B	61	70	2	19
ATP6V0D1	227	560	19	152
ATP6V0D1-DT	128	133	12	279
ATP6V0D2	45	66	2	41
ATP6V0E1	517	1291	32	286
ATP6V0E2	5	24	4	10
ATP6V0E2-AS1	14	30	5	22
ATP6V1A	1124	1310	44	530
ATP6V1B2	202	261	17	188
ATP6V1C1	568	842	43	399
ATP6V1C2	110	347	1	70
ATP6V1D	446	579	24	210
ATP6V1E1	331	505	21	205
ATP6V1E2	42	69	5	46
ATP6V1F	8	15	0	10
ATP6V1FNB	7	3	0	2
ATP6V1G1	195	349	21	156
ATP6V1G2	2	4	0	2
ATP6V1G2-DDX39B	3	0	0	1
ATP6V1G3	2	10	1	4
ATP6V1H	1578	1305	81	696
ATP7A	0	4	0	3
ATP7B	36	90	13	53
ATP8A1	905	1076	282	1138
ATP8A1-DT	0	0	0	0
ATP8A2	590	605	85	276
ATP8B1	366	1465	114	793
ATP8B1-AS1	13	14	5	25
ATP8B2	71	112	23	92
ATP8B3	23	43	4	71
ATP8B4	147	200	32	177
ATP9A	182	205	78	162
ATP9B	2355	8023	288	2066
ATP9B-AS1	0	2	0	0
ATPAF1	191	174	23	205
ATPAF2	127	214	25	108
ATPSCKMT	598	704	32	316
ATR	2098	2574	119	1855
ATRAID	47	30	6	45
ATRIP	34	35	4	27
ATRN	2164	3070	144	1511
ATRNL1	8568	22600	766	14431
ATRX	2276	3862	317	2426
ATXN1	1051	2325	245	1235
ATXN1-AS1	4	5	2	7
ATXN10	2014	2404	189	1842
ATXN1L	268	302	13	172
ATXN2	2945	4633	252	2321
ATXN2-AS	1	3	0	2
ATXN2L	362	449	38	340
ATXN3	457	524	55	436
ATXN7	1413	3345	108	1175
ATXN7L1	1706	2389	151	1632
ATXN7L2	97	178	3	140
ATXN7L3	28	43	6	52
ATXN7L3-AS1	12	33	0	14
ATXN7L3B	44	64	6	61
ATXN8OS	15	27	3	14
AUH	1131	1819	114	1189
AUNIP	18	17	2	13
AUP1	92	226	5	91
AURKA	109	552	11	62
AURKAIP1	11	13	0	6
AURKB	10	29	4	23
AURKC	7	9	1	5
AUTS2	19321	40288	2077	21929
AVEN	809	1030	60	665
AVIL	61	82	10	136
AVL9	1743	2565	108	1286
AVPI1	372	1219	22	96
AVPR1A	5	5	1	9
AVPR1B	0	0	0	0
AVPR1B-DT	3	5	0	2
AVPR2	0	3	0	0
AWAT1	4	2	0	0
AWAT2	13	27	2	10
AXDND1	202	179	10	127
AXIN1	355	989	28	251
AXIN2	5	21	3	18
AXL	480	3714	47	315
AZGP1	0	0	0	3
AZI2	274	295	23	231
AZIN1	307	619	24	248
AZIN1-AS2	0	6	0	0
AZIN2	105	112	7	113
AZU1	5	11	0	3
B2M	119	205	6	106
B3GALNT1	38	40	12	65
B3GALNT2	994	2396	73	840
B3GALT1	191	235	90	211
B3GALT1-AS1	26	48	3	35
B3GALT2	4	11	1	9
B3GALT4	7	18	2	13
B3GALT5	18	32	2	38
B3GALT5-AS1	0	1	0	0
B3GALT6	3	2	1	0
B3GALT9	11	9	0	13
B3GAT1	5	9	11	18
B3GAT1-DT	11	8	26	25
B3GAT2	30	45	2	29
B3GAT3	34	39	4	54
B3GLCT	103	137	28	180
B3GNT2	79	234	10	164
B3GNT3	12	15	3	8
B3GNT4	0	3	0	6
B3GNT5	64	93	9	56
B3GNT6	4	14	0	5
B3GNT7	1	19	0	3
B3GNT9	0	1	0	2
B3GNTL1	64	101	16	120
B4GALNT1	0	3	3	3
B4GALNT2	59	155	2	38
B4GALNT3	115	377	24	87
B4GALNT4	11	7	6	8
B4GALT1	478	1762	39	418
B4GALT1-AS1	6	13	0	6
B4GALT2	37	62	5	22
B4GALT3	16	33	1	20
B4GALT4	42	55	8	69
B4GALT4-AS1	22	38	1	27
B4GALT5	2306	3219	146	1541
B4GALT6	176	104	29	135
B4GALT7	27	21	3	23
B4GAT1	0	0	2	1
B4GAT1-DT	19	22	5	45
B9D1	87	112	13	118
B9D2	1	16	0	10
BAALC	64	478	12	63
BAALC-AS1	93	167	18	160
BAALC-AS2	0	6	0	2
BAAT	15	25	5	7
BABAM2	2312	7534	233	3648
BABAM2-AS2	2	7	0	4
BACE1	427	426	30	315
BACE1-AS	21	20	3	29
BACE2	83	162	17	167
BACH1	1655	2121	165	1314
BACH1-AS1	8	5	0	4
BACH2	1738	13415	144	816
BAD	31	46	2	42
BAG1	76	249	4	49
BAG2	239	253	8	180
BAG3	66	222	12	71
BAG4	201	292	26	163
BAG5	38	54	8	35
BAG5-AS1	11	10	0	7
BAG6	165	250	10	156
BAHCC1	41	40	15	88
BAHD1	207	403	19	227
BAIAP2	50	188	18	63
BAIAP2-DT	4	8	0	8
BAIAP2L1	2269	5760	86	1093
BAIAP2L2	17	40	2	34
BAIAP3	25	38	5	24
BAK1	9	7	0	20
BALR6	57	103	7	43
BAMBI	47	34	0	38
BANCR	10	35	0	9
BANF1	8	14	1	11
BANF2	31	37	2	11
BANK1	338	455	32	263
BANK1-AS1	7	17	0	8
BANP	511	2904	59	535
BAP1	79	158	4	54
BARD1	128	165	17	201
BARHL1	0	0	0	0
BARHL2	0	2	0	0
BARX2	22	32	3	10
BASP1	283	263	66	246
BASP1-AS1	64	76	18	42
BATF	7	13	1	13
BATF2	1	13	0	4
BATF3	1	3	1	12
BAX	36	69	1	34
BAZ1A	307	558	58	340
BAZ1B	767	1052	91	674
BAZ2A	663	902	55	586
BAZ2B	7643	15601	625	6190
BAZ2B-AS1	6	7	0	3
BBC3	2	11	1	1
BBIP1	120	143	24	171
BBLN	7	10	0	13
BBOF1	44	80	11	66
BBOX1	20	31	3	17
BBOX1-AS1	59	109	33	96
BBS10	5	7	1	12
BBS12	22	12	2	11
BBS2	761	793	40	382
BBS4	541	402	23	260
BBS7	100	155	25	127
BBS9	2302	4343	268	2967
BBX	3768	4259	331	3743
BCAM	14	36	10	57
BCAN	5	3	0	3
BCAN-AS1	3	5	1	6
BCAN-AS2	15	16	2	24
BCAP29	0	3	1	2
BCAP31	133	355	13	94
BCAR1	373	730	28	322
BCAR3	402	629	64	1041
BCAR3-AS1	4	10	0	11
BCAR4	4	8	0	4
BCAS1	35	65	2	42
BCAS1-AS1	14	18	1	6
BCAS2	116	210	10	89
BCAS3	2216	4615	326	2512
BCAS3-AS1	40	59	9	34
BCAS4	52	59	3	19
BCAT1	463	902	55	321
BCAT1-AS1	4	2	0	2
BCAT1-DT	13	14	3	12
BCAT2	70	101	11	92
BCCIP	202	323	25	155
BCDIN3D	18	15	2	26
BCDIN3D-AS1	3	6	0	9
BCHE	633	846	51	882
BCKDHB	421	647	82	604
BCKDK	4	56	3	26
BCL10	79	110	9	53
BCL10-AS1	182	212	9	144
BCL11A	1049	1337	37	797
BCL11B	125	130	8	228
BCL2	672	740	338	670
BCL2A1	26	26	3	14
BCL2L1	298	315	27	256
BCL2L1-AS1	29	24	1	24
BCL2L11	143	369	15	144
BCL2L12	28	24	1	35
BCL2L13	1044	1649	84	747
BCL2L14	135	266	25	155
BCL2L15	7	8	0	5
BCL2L2	9	24	0	17
BCL2L2-PABPN1	281	364	22	243
BCL3	7	46	1	25
BCL6	148	261	7	56
BCL6B	3	6	2	12
BCL7A	189	264	19	172
BCL7B	94	161	11	60
BCL7C	129	227	33	248
BCL9	380	303	45	496
BCL9L	201	906	17	214
BCLAF1	1148	1970	91	1046
BCLAF3	256	401	40	375
BCO1	49	70	7	34
BCO2	852	1278	27	487
BCOR	1021	2675	75	699
BCORL1	46	92	8	78
BCR	463	1549	48	430
BCRP3	10	37	2	13
BCS1L	30	34	11	40
BDH1	262	166	21	152
BDH2	94	113	13	113
BDKRB1-AS1	7	9	2	8
BDNF	17	27	0	6
BDNF-AS	210	267	31	322
BDP1	1994	2749	158	1446
BEAN1	36	33	5	27
BECN1	159	192	15	150
BEGAIN	24	44	16	31
BEGAIN-AS1	0	2	0	0
BEND2	6	14	0	9
BEND3	50	54	6	87
BEND4	7	24	1	30
BEND4-AS1	117	185	17	136
BEND6	96	125	8	78
BEND7	151	167	25	123
BEST1	9	13	3	11
BEST3	39	38	2	21
BEST4	22	31	2	12
BET1	172	297	12	188
BET1-AS1	12	30	2	10
BET1L	52	41	6	44
BEX1	20	101	7	15
BEX2	42	85	7	24
BEX3	255	754	13	150
BEX4	97	143	4	46
BEX5	7	14	0	17
BFAR	296	482	25	201
BFSP1	22	32	3	17
BFSP2	42	66	5	28
BFSP2-AS1	6	9	0	0
BGN	14	19	4	38
BHLHE22	0	1	0	0
BHLHE22-AS1	0	0	0	7
BHLHE40	43	267	12	33
BHLHE40-AS1	35	73	17	52
BHLHE41	1	9	0	2
BHMT	23	36	0	18
BHMT2	341	159	7	154
BICC1	436	586	90	735
BICD1	934	1015	334	1188
BICD1-AS1	0	4	0	2
BICD2	131	174	16	130
BICDL1	157	181	31	92
BICDL2	5	3	0	3
BICRA-AS1	14	9	3	14
BICRAL	501	636	125	908
BID	51	58	11	53
BIK	15	115	0	15
BIN1	139	381	22	159
BIN2	31	48	3	57
BIN3	527	1084	33	385
BIRC2	612	1162	32	355
BIRC3	4	4	0	6
BIRC5	17	13	4	23
BIRC6	5772	8923	376	3833
BIRC6-AS1	4	6	0	3
BIRC7	673	883	12	199
BIVM-ERCC5	5	7	2	9
BLACE	5	14	0	2
BLCAP	319	376	46	241
BLK	18	27	3	24
BLK-AS1	3	0	0	2
BLM	86	197	17	109
BLMH	226	189	25	175
BLNK	40	60	13	62
BLOC1S2	94	96	5	63
BLOC1S4	5	7	0	1
BLOC1S5-TXNDC5	150	214	7	135
BLVRA	45	58	8	82
BLVRB	96	141	11	79
BLZF1	284	331	21	256
BMERB1	179	183	48	160
BMF	15	33	3	14
BMI1	15	30	2	28
BMP1	33	140	15	66
BMP2	2	4	0	15
BMP2K	1786	5555	132	1080
BMP2K-DT	0	0	0	2
BMP3	11	15	0	5
BMP4	1	6	0	6
BMP5	346	377	35	540
BMP6	285	818	50	454
BMP7	48	57	9	44
BMP8A	17	252	1	12
BMP8B	3	9	8	10
BMPER	71	174	24	144
BMPR1A	1553	2319	156	1956
BMPR1B	1013	688	664	1964
BMPR1B-DT	3	3	0	2
BMPR2	4562	4164	284	2848
BMS1	472	701	26	261
BMS1P14	13	44	0	29
BMS1P4-AGAP5	20	18	1	12
BMT2	650	1090	78	621
BMX	21	52	6	18
BNC1	18	20	2	15
BNC2	568	1245	212	1069
BNC2-AS1	0	0	0	3
BNIP1	48	61	11	49
BNIP2	306	420	34	190
BNIP3	159	794	23	124
BNIP3L	448	1570	64	393
BNIP5	2	14	0	10
BNIPL	13	20	0	14
BOC	37	77	26	90
BOD1	220	328	14	133
BOD1L1	819	1211	60	667
BOK	7	15	5	19
BOK-AS1	6	9	0	5
BOLA1	14	14	4	15
BOLA3	24	41	4	32
BOLA3-DT	6	16	5	13
BOLL	2	6	0	4
BOP1	38	77	5	33
BORA	47	35	6	64
BORCS5	431	680	53	242
BORCS6	1	0	0	0
BORCS7-ASMT	112	209	12	86
BPGM	31	33	9	39
BPHL	110	90	15	132
BPI	9	9	6	5
BPIFA2	5	10	1	3
BPIFA3	10	17	0	5
BPIFB1	3	9	0	8
BPIFB2	9	10	0	8
BPIFB4	20	25	0	15
BPIFC	29	46	3	22
BPNT1	118	102	8	124
BPNT2	373	439	11	315
BPTF	2486	3191	312	2504
BRAF	2926	5430	265	2020
BRAP	271	293	23	211
BRAT1	137	239	16	182
BRCA1	135	203	30	199
BRCA1-OT1	2	2	0	1
BRCA2	60	96	18	92
BRCC3	219	307	49	198
BRD1	566	916	57	391
BRD2	568	829	53	360
BRD3	117	161	20	247
BRD3OS	21	31	1	28
BRD4	1202	2106	127	1042
BRD7	284	370	26	260
BRD8	275	334	30	309
BRD9	191	243	17	205
BRDT	60	97	2	63
BRF1	187	221	27	262
BRF2	50	41	3	29
BRI3	227	314	30	143
BRI3BP	31	62	8	42
BRICD5	1	4	2	6
BRINP1	104	84	20	89
BRINP2	93	105	28	129
BRINP3	149	249	18	141
BRINP3-DT	0	3	0	0
BRIP1	148	205	31	282
BRIX1	111	148	11	84
BRK1	78	96	7	73
BRME1	37	46	4	36
BRMS1	22	12	0	16
BRMS1L	260	299	25	271
BROX	153	171	17	154
BRPF1	40	56	6	37
BRPF3	220	459	34	394
BRPF3-AS1	47	72	12	64
BRSK1	104	225	20	82
BRSK1-AS1	0	0	0	0
BRSK2	11	16	16	32
BRWD1	1838	2554	212	2147
BRWD1-AS1	5	12	0	29
BRWD1-AS2	0	0	0	4
BRWD3	580	987	95	770
BSDC1	714	854	46	409
BSG	56	165	5	123
BSG-AS1	9	8	3	10
BSN	175	561	27	141
BSN-DT	2	7	0	5
BSND	3	16	0	1
BSPH1	15	25	4	11
BSPRY	4	20	0	10
BST1	13	19	3	28
BST2	37	44	0	55
BSX	7	5	2	3
BTAF1	1324	2966	120	1122
BTBD1	398	503	44	368
BTBD10	322	275	63	297
BTBD11	179	310	25	196
BTBD16	9	6	0	12
BTBD17	0	0	0	1
BTBD18	4	3	0	1
BTBD19	62	104	8	81
BTBD2	229	282	39	227
BTBD3	3176	6115	158	1779
BTBD3-AS1	49	63	3	20
BTBD6	6	14	1	4
BTBD7	746	1018	119	635
BTBD8	562	978	46	476
BTBD9	7019	20483	324	2787
BTBD9-AS1	3	4	0	0
BTC	29	26	3	20
BTD	358	381	31	435
BTF3	139	222	8	97
BTF3L4	513	513	34	392
BTG1	156	222	17	145
BTG1-DT	38	58	9	68
BTG2	150	379	17	140
BTG2-DT	2	4	0	1
BTG3	163	272	11	107
BTG3-AS1	15	29	2	17
BTG4	5	7	0	9
BTK	17	32	4	47
BTLA	17	25	0	13
BTN1A1	3	7	0	2
BTN2A1	146	377	9	145
BTN2A2	150	487	9	75
BTN3A1	216	439	14	248
BTN3A2	310	582	16	178
BTN3A3	62	103	4	82
BTNL2	0	3	0	4
BTNL3	0	5	0	2
BTNL8	23	25	6	28
BTNL9	139	256	92	260
BTRC	1932	2436	202	1613
