	A26 (386C)	A30 (398B)	A32 (411C)	A33 (414C)	A34 (417C)	A38 (432C)	A39 (440C)	F66	F67	F72	F73	F78
MAP1A	31.0	3.0	4.0	86.0	18.0	7.0	12.0	12.0	8.0	3.0	34.0	3.0
PPIP5K1	528.0	107.0	621.0	473.0	747.0	711.0	220.0	43.0	13.0	23.0	147.0	163.0
CKMT1B	1216.0	2038.0	640.0	2224.0	1095.0	863.0	237.0	79.0	36.0	5.0	80.0	15.0
STRC	14.0	6.0	8.0	7.0	10.0	15.0	3.0	2.0	2.0	3.0	9.0	8.0
AC011330.3	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CATSPER2	150.0	138.0	241.0	434.0	369.0	197.0	38.0	74.0	29.0	19.0	56.0	90.0
CKMT1A	949.0	1663.0	508.0	2015.0	1098.0	764.0	182.0	65.0	42.0	7.0	54.0	5.0
PDIA3	5629.0	4152.0	8698.0	16370.0	10445.0	12749.0	2784.0	2048.0	1641.0	981.0	10021.0	3253.0
ELL3	382.0	29.0	164.0	50.0	207.0	727.0	127.0	5.0	0.0	22.0	189.0	58.0
AC018512.1	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SERF2	55539.0	39175.0	44605.0	75432.0	52307.0	66878.0	21050.0	11760.0	7049.0	4871.0	48903.0	8351.0
SERINC4	23.0	3.0	5.0	6.0	6.0	16.0	3.0	3.0	0.0	0.0	9.0	0.0
HYPK	456.0	174.0	268.0	1020.0	310.0	375.0	201.0	89.0	63.0	120.0	432.0	54.0
MFAP1	575.0	393.0	531.0	1858.0	560.0	888.0	245.0	171.0	150.0	77.0	744.0	203.0
WDR76	37.0	53.0	244.0	772.0	138.0	169.0	12.0	19.0	10.0	3.0	73.0	21.0
FRMD5	33.0	12.0	37.0	58.0	53.0	57.0	5.0	7.0	0.0	0.0	15.0	5.0
CASC4	1129.0	727.0	1498.0	2731.0	1987.0	2111.0	410.0	343.0	165.0	99.0	702.0	142.0
AC090519.2	3.0	1.0	5.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
AC025043.1	3.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTDSPL2	488.0	185.0	524.0	1383.0	546.0	612.0	182.0	113.0	104.0	86.0	346.0	144.0
AC025430.1	1.0	0.0	2.0	2.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
EIF3J-DT	559.0	214.0	369.0	510.0	396.0	610.0	126.0	159.0	108.0	71.0	661.0	201.0
EIF3J	1780.0	1408.0	1632.0	8395.0	2552.0	1544.0	760.0	809.0	550.0	240.0	1616.0	323.0
SPG11	1246.0	499.0	916.0	1167.0	1197.0	1156.0	280.0	144.0	108.0	90.0	548.0	277.0
PATL2	198.0	15.0	24.0	41.0	63.0	101.0	46.0	3.0	1.0	5.0	14.0	29.0
B2M	223827.0	139910.0	45211.0	170797.0	103497.0	140370.0	63879.0	6857.0	3129.0	2400.0	29963.0	8409.0
TRIM69	491.0	95.0	119.0	279.0	348.0	267.0	189.0	28.0	23.0	36.0	147.0	72.0
AC122108.2	15.0	2.0	0.0	4.0	20.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
AC122108.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TERB2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SORD	549.0	263.0	752.0	1122.0	857.0	1044.0	141.0	174.0	95.0	76.0	685.0	227.0
AC091117.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091117.1	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUOX2	595.0	132.0	12.0	606.0	229.0	484.0	32.0	1.0	0.0	0.0	1.0	1.0
DUOXA2	458.0	48.0	5.0	243.0	86.0	440.0	25.0	0.0	0.0	0.0	1.0	0.0
DUOXA1	22.0	2.0	0.0	3.0	11.0	22.0	2.0	0.0	0.0	0.0	0.0	0.0
DUOX1	32.0	32.0	13.0	123.0	22.0	16.0	1.0	35.0	20.0	2.0	4.0	2.0
SHF	74.0	30.0	78.0	97.0	74.0	111.0	31.0	40.0	8.0	7.0	72.0	17.0
AC051619.4	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC051619.5	11.0	1.0	3.0	11.0	4.0	7.0	0.0	7.0	4.0	0.0	15.0	3.0
SLC28A2	67.0	400.0	63.0	289.0	172.0	53.0	12.0	9.0	5.0	9.0	14.0	78.0
GATM	28.0	40.0	148.0	757.0	70.0	202.0	42.0	265.0	291.0	55.0	860.0	212.0
AC025580.3	13.0	24.0	6.0	83.0	1.0	3.0	3.0	19.0	49.0	4.0	2.0	3.0
SPATA5L1	193.0	129.0	188.0	351.0	381.0	280.0	81.0	27.0	24.0	27.0	313.0	85.0
C15orf48	68686.0	50092.0	44978.0	142190.0	64504.0	91996.0	19560.0	5128.0	4039.0	1487.0	20713.0	1513.0
AC025580.1	425.0	520.0	1307.0	1333.0	1584.0	2301.0	258.0	54.0	2.0	19.0	121.0	2.0
AC025580.2	665.0	60.0	325.0	175.0	244.0	468.0	73.0	7.0	8.0	8.0	135.0	13.0
SLC30A4	530.0	185.0	100.0	163.0	196.0	433.0	123.0	18.0	3.0	11.0	60.0	13.0
AC090527.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC090527.3	6.0	2.0	8.0	23.0	5.0	2.0	0.0	6.0	2.0	0.0	2.0	3.0
BLOC1S6	486.0	185.0	636.0	1042.0	768.0	856.0	143.0	203.0	129.0	117.0	529.0	189.0
AC090527.2	2.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
SQOR	3541.0	4215.0	2909.0	4872.0	5260.0	3147.0	768.0	860.0	755.0	226.0	1102.0	352.0
AC068722.2	14.0	27.0	24.0	12.0	24.0	18.0	0.0	3.0	0.0	1.0	1.0	1.0
AC068722.1	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
AC073941.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
SEMA6D	435.0	255.0	288.0	587.0	919.0	571.0	134.0	133.0	64.0	60.0	243.0	154.0
AC023905.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC009558.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC012050.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC092078.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC092078.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC24A5	1.0	0.0	0.0	1.0	2.0	3.0	0.0	1.0	0.0	1.0	2.0	0.0
MYEF2	179.0	68.0	297.0	758.0	307.0	169.0	75.0	59.0	32.0	43.0	218.0	48.0
CTXN2	14.0	17.0	11.0	5.0	3.0	3.0	4.0	1.0	2.0	1.0	15.0	1.0
SLC12A1	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC066612.1	1.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC066612.2	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC023355.1	13.0	10.0	17.0	44.0	15.0	11.0	3.0	1.0	5.0	2.0	10.0	1.0
DUT	1424.0	1529.0	3809.0	6809.0	2559.0	4876.0	636.0	453.0	430.0	354.0	3354.0	653.0
FBN1	24.0	9.0	3.0	149.0	10.0	16.0	1.0	12.0	17.0	2.0	17.0	6.0
AC084757.3	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC084757.4	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CEP152	233.0	124.0	345.0	732.0	195.0	386.0	72.0	26.0	33.0	35.0	96.0	66.0
AC084757.2	2.0	2.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
AC012379.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SHC4	1.0	0.0	0.0	5.0	1.0	0.0	0.0	1.0	1.0	0.0	7.0	0.0
EID1	1874.0	1542.0	2245.0	4082.0	2196.0	3703.0	602.0	915.0	623.0	299.0	3352.0	760.0
AC091073.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SECISBP2L	1310.0	299.0	533.0	569.0	968.0	1254.0	399.0	142.0	111.0	156.0	873.0	256.0
AC013452.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COPS2	905.0	379.0	1045.0	1437.0	1227.0	1646.0	388.0	466.0	387.0	219.0	1385.0	482.0
GALK2	544.0	344.0	425.0	670.0	568.0	836.0	165.0	95.0	76.0	39.0	432.0	167.0
FAM227B	85.0	17.0	22.0	39.0	38.0	38.0	23.0	13.0	7.0	8.0	56.0	25.0
AC022306.2	14.0	17.0	11.0	29.0	22.0	7.0	2.0	7.0	2.0	0.0	2.0	5.0
FGF7	22.0	24.0	7.0	281.0	6.0	12.0	2.0	61.0	78.0	6.0	27.0	2.0
DTWD1	367.0	225.0	527.0	981.0	586.0	672.0	118.0	111.0	139.0	84.0	687.0	180.0
ATP8B4	31.0	3.0	10.0	26.0	44.0	19.0	8.0	6.0	0.0	0.0	22.0	10.0
AC025040.1	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC27A2	609.0	406.0	611.0	680.0	727.0	769.0	252.0	167.0	100.0	173.0	797.0	314.0
HDC	2.0	0.0	0.0	6.0	3.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
GABPB1	216.0	88.0	204.0	512.0	272.0	222.0	68.0	85.0	75.0	54.0	388.0	86.0
GABPB1-AS1	623.0	653.0	467.0	2320.0	1373.0	1103.0	127.0	183.0	327.0	116.0	693.0	344.0
AC022087.1	3.0	1.0	0.0	19.0	8.0	5.0	0.0	0.0	5.0	1.0	2.0	0.0
USP8	2231.0	1024.0	1635.0	2548.0	1864.0	2540.0	618.0	277.0	214.0	178.0	992.0	391.0
AC012170.3	3.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0
AC012170.2	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0
USP50	2.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0
TRPM7	796.0	300.0	841.0	1634.0	895.0	1117.0	194.0	128.0	52.0	101.0	431.0	239.0
AC084756.1	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPPL2A	3922.0	2091.0	1967.0	3156.0	2927.0	4231.0	759.0	178.0	101.0	87.0	574.0	202.0
AC012100.2	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC021752.1	11.0	3.0	3.0	116.0	3.0	6.0	0.0	5.0	3.0	1.0	6.0	2.0
AP4E1	273.0	90.0	145.0	406.0	302.0	222.0	72.0	17.0	8.0	7.0	80.0	35.0
MIR4713HG	8.0	0.0	11.0	2.0	2.0	7.0	1.0	0.0	1.0	0.0	0.0	0.0
TNFAIP8L3	44.0	30.0	50.0	76.0	19.0	53.0	14.0	2.0	0.0	0.0	1.0	0.0
CYP19A1	2.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
AC020891.2	2.0	0.0	1.0	4.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0
GLDN	245.0	62.0	67.0	64.0	30.0	120.0	17.0	1.0	1.0	0.0	9.0	4.0
AC066613.2	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DMXL2	945.0	227.0	526.0	642.0	1052.0	924.0	199.0	110.0	63.0	66.0	326.0	120.0
AC066613.1	4.0	1.0	3.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
SCG3	34.0	12.0	26.0	8.0	10.0	7.0	57.0	49.0	10.0	11.0	290.0	1.0
AC020892.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC020892.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LYSMD2	218.0	140.0	321.0	706.0	342.0	451.0	87.0	16.0	2.0	34.0	273.0	62.0
TMOD2	27.0	6.0	22.0	92.0	20.0	11.0	16.0	4.0	3.0	2.0	32.0	14.0
TMOD3	3503.0	1017.0	3227.0	4767.0	3693.0	4626.0	1202.0	330.0	250.0	253.0	1655.0	663.0
AC090971.2	16.0	0.0	4.0	3.0	2.0	15.0	6.0	0.0	0.0	0.0	1.0	2.0
AC090971.1	8.0	0.0	1.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0
LEO1	563.0	383.0	664.0	1067.0	652.0	959.0	342.0	82.0	81.0	52.0	419.0	123.0
MAPK6	1816.0	389.0	498.0	1333.0	1520.0	1122.0	709.0	383.0	216.0	216.0	1106.0	306.0
AC090970.2	26.0	0.0	18.0	6.0	14.0	17.0	11.0	0.0	0.0	1.0	15.0	2.0
AC023906.5	5.0	0.0	3.0	12.0	2.0	6.0	1.0	0.0	0.0	0.0	0.0	1.0
AC023906.2	5.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0
BCL2L10	85.0	23.0	54.0	85.0	48.0	71.0	63.0	25.0	13.0	15.0	218.0	64.0
GNB5	94.0	65.0	74.0	615.0	126.0	106.0	124.0	86.0	26.0	5.0	63.0	8.0
AC023906.3	4.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC023906.4	1.0	0.0	0.0	2.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
CERNA1	13.0	3.0	18.0	31.0	23.0	26.0	4.0	0.0	0.0	0.0	7.0	3.0
MYO5C	1229.0	419.0	1110.0	1631.0	1351.0	1312.0	370.0	112.0	69.0	59.0	427.0	76.0
MYO5A	73.0	4.0	7.0	82.0	41.0	21.0	17.0	5.0	0.0	0.0	10.0	2.0
ARPP19	1082.0	614.0	809.0	3753.0	1488.0	1292.0	351.0	382.0	225.0	163.0	982.0	161.0
AC025917.1	4.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM214A	767.0	216.0	408.0	924.0	587.0	706.0	158.0	107.0	47.0	64.0	280.0	104.0
ONECUT1	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
AC016044.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02490	987.0	22.0	1.0	2.0	16.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR72	26.0	1.0	22.0	69.0	103.0	76.0	16.0	11.0	5.0	4.0	14.0	2.0
AC084759.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	2.0	0.0	1.0	0.0
UNC13C	2.0	3.0	1.0	4.0	3.0	9.0	4.0	15.0	34.0	2.0	71.0	0.0
AC025272.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSL24D1	1944.0	1545.0	1992.0	5111.0	2260.0	2818.0	731.0	1366.0	887.0	368.0	2728.0	695.0
RAB27A	1442.0	553.0	473.0	679.0	528.0	757.0	210.0	143.0	46.0	40.0	547.0	48.0
PIGBOS1	449.0	283.0	379.0	754.0	340.0	481.0	101.0	141.0	89.0	49.0	423.0	123.0
PIGB	176.0	75.0	109.0	160.0	135.0	213.0	47.0	28.0	27.0	19.0	113.0	43.0
CCPG1	1415.0	932.0	919.0	1392.0	1082.0	1582.0	471.0	215.0	194.0	129.0	899.0	274.0
C15orf65	284.0	195.0	103.0	70.0	61.0	188.0	53.0	16.0	7.0	7.0	111.0	21.0
DNAAF4	16.0	12.0	25.0	28.0	7.0	17.0	7.0	34.0	19.0	4.0	83.0	32.0
PYGO1	1.0	0.0	0.0	16.0	0.0	1.0	0.0	5.0	5.0	0.0	5.0	2.0
PRTG	1.0	1.0	11.0	10.0	0.0	3.0	0.0	32.0	17.0	27.0	109.0	36.0
AC012378.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEDD4	97.0	31.0	79.0	87.0	54.0	77.0	66.0	67.0	47.0	95.0	370.0	151.0
RFX7	138.0	58.0	174.0	363.0	209.0	162.0	25.0	39.0	21.0	36.0	130.0	49.0
TEX9	107.0	62.0	185.0	270.0	107.0	166.0	29.0	43.0	29.0	19.0	141.0	49.0
AC084782.1	1.0	0.0	1.0	6.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0
AC084782.2	0.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MNS1	8.0	34.0	116.0	443.0	28.0	92.0	8.0	20.0	24.0	12.0	118.0	31.0
AC084782.3	1.0	2.0	2.0	0.0	1.0	1.0	0.0	1.0	4.0	0.0	0.0	1.0
AC090518.1	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ZNF280D	544.0	183.0	402.0	665.0	467.0	546.0	136.0	171.0	125.0	81.0	560.0	240.0
AC090517.4	97.0	5.0	40.0	29.0	45.0	88.0	26.0	2.0	5.0	13.0	110.0	31.0
AC010999.2	7.0	3.0	2.0	16.0	9.0	2.0	3.0	5.0	8.0	4.0	32.0	4.0
TCF12	1035.0	250.0	806.0	1415.0	1104.0	1333.0	367.0	177.0	108.0	146.0	841.0	297.0
LINC00926	386.0	149.0	253.0	303.0	537.0	319.0	111.0	80.0	29.0	19.0	265.0	55.0
LINC01413	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CGNL1	92.0	18.0	64.0	68.0	29.0	30.0	30.0	20.0	11.0	28.0	117.0	16.0
AC025271.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC025271.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC025271.4	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
GCOM1	236.0	18.0	21.0	40.0	70.0	35.0	37.0	2.0	4.0	8.0	12.0	35.0
MYZAP	542.0	283.0	61.0	167.0	377.0	155.0	131.0	57.0	48.0	26.0	72.0	42.0
POLR2M	376.0	240.0	273.0	759.0	416.0	382.0	143.0	160.0	124.0	85.0	397.0	127.0
AC090651.1	3.0	2.0	10.0	16.0	16.0	7.0	0.0	1.0	0.0	0.0	0.0	3.0
ALDH1A2	20.0	9.0	4.0	11.0	12.0	12.0	3.0	0.0	1.0	0.0	13.0	6.0
AC025431.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AQP9	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIPC	69.0	8.0	2.0	9.0	4.0	22.0	7.0	0.0	0.0	0.0	1.0	0.0
LIPC-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC018904.1	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM10	2006.0	606.0	1290.0	1905.0	1736.0	1830.0	470.0	368.0	175.0	146.0	972.0	364.0
AC090515.2	30.0	17.0	19.0	21.0	17.0	7.0	4.0	10.0	4.0	1.0	11.0	7.0
MINDY2	821.0	289.0	394.0	640.0	489.0	656.0	204.0	245.0	132.0	148.0	613.0	189.0
AC090515.4	1.0	0.0	3.0	1.0	3.0	2.0	1.0	2.0	2.0	1.0	5.0	8.0
RNF111	567.0	168.0	327.0	611.0	614.0	657.0	169.0	68.0	45.0	52.0	403.0	123.0
SLTM	2545.0	1381.0	2276.0	4978.0	2695.0	3957.0	832.0	378.0	217.0	154.0	1400.0	425.0
AC025918.1	2.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0
CCNB2	191.0	149.0	289.0	1197.0	195.0	487.0	62.0	97.0	213.0	128.0	1007.0	125.0
AC092757.3	8.0	9.0	7.0	15.0	11.0	5.0	0.0	4.0	0.0	0.0	2.0	1.0
MYO1E	5575.0	754.0	1926.0	1122.0	5404.0	4120.0	3162.0	144.0	92.0	369.0	2108.0	318.0
LDHAL6B	7.0	0.0	0.0	0.0	4.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
FAM81A	90.0	45.0	199.0	475.0	204.0	310.0	38.0	4.0	5.0	1.0	25.0	46.0
GCNT3	7218.0	1786.0	1210.0	2440.0	6710.0	5155.0	3230.0	52.0	61.0	33.0	160.0	51.0
GTF2A2	3892.0	2350.0	3288.0	4692.0	4580.0	7168.0	1350.0	469.0	325.0	239.0	2384.0	420.0
BNIP2	1514.0	339.0	573.0	1058.0	1410.0	1191.0	390.0	190.0	90.0	181.0	636.0	203.0
AC092755.2	130.0	1.0	51.0	3.0	52.0	173.0	46.0	0.0	0.0	3.0	16.0	4.0
FOXB1	1.0	0.0	2.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
AC009654.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA2	17358.0	13501.0	10195.0	16870.0	19082.0	26048.0	7664.0	4243.0	2612.0	1562.0	16000.0	3991.0
ICE2	596.0	212.0	640.0	1123.0	686.0	571.0	126.0	96.0	108.0	84.0	457.0	178.0
RORA-AS1	165.0	21.0	33.0	56.0	76.0	87.0	50.0	6.0	5.0	8.0	37.0	21.0
RORA	89.0	28.0	81.0	271.0	76.0	32.0	35.0	29.0	24.0	34.0	117.0	40.0
AC107241.1	2.0	5.0	0.0	6.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	2.0
AC009560.1	2.0	1.0	5.0	5.0	4.0	2.0	2.0	2.0	1.0	3.0	4.0	3.0
RORA-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC022898.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC012404.1	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC012404.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC107905.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC104574.2	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC104574.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC018618.1	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC009554.1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
VPS13C	1080.0	277.0	1200.0	2126.0	1586.0	1412.0	313.0	179.0	85.0	121.0	617.0	351.0
AC104590.1	1.0	0.0	4.0	7.0	3.0	8.0	1.0	1.0	2.0	0.0	5.0	1.0
C2CD4A	87.0	2.0	19.0	76.0	66.0	49.0	15.0	3.0	1.0	0.0	24.0	10.0
C2CD4B	221.0	64.0	19.0	101.0	244.0	31.0	59.0	8.0	2.0	12.0	82.0	7.0
AC126323.2	1.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC126323.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC126323.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC126323.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC032011.1	0.0	4.0	7.0	22.0	11.0	4.0	0.0	1.0	0.0	0.0	7.0	3.0
TLN2	753.0	521.0	1467.0	1943.0	1278.0	1582.0	267.0	183.0	101.0	86.0	371.0	196.0
AC100839.1	1.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC100839.2	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC103740.1	217.0	27.0	28.0	76.0	32.0	42.0	11.0	2.0	3.0	2.0	4.0	4.0
AC103740.2	4.0	1.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
TPM1	23313.0	6767.0	9086.0	17408.0	9361.0	15096.0	4325.0	1873.0	1013.0	729.0	6435.0	908.0
TPM1-AS	222.0	48.0	85.0	54.0	97.0	172.0	20.0	0.0	0.0	12.0	74.0	2.0
AC079328.2	8.0	1.0	0.0	11.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
AC087612.1	19.0	4.0	3.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
LACTB	888.0	602.0	859.0	1276.0	1202.0	1521.0	213.0	49.0	35.0	50.0	553.0	69.0
RPS27L	14134.0	10287.0	9504.0	42775.0	11611.0	14829.0	4238.0	2790.0	2412.0	1012.0	9462.0	2281.0
RAB8B	132.0	38.0	74.0	452.0	173.0	111.0	47.0	50.0	46.0	35.0	196.0	58.0
APH1B	83.0	36.0	75.0	146.0	52.0	113.0	25.0	87.0	65.0	60.0	471.0	146.0
CA12	8260.0	1892.0	3505.0	5255.0	7325.0	6941.0	3484.0	515.0	279.0	357.0	1936.0	94.0
LINC02568	133.0	54.0	36.0	38.0	131.0	125.0	114.0	0.0	1.0	0.0	3.0	1.0
AC007950.1	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
AC007950.2	58.0	24.0	19.0	52.0	26.0	14.0	8.0	7.0	2.0	0.0	11.0	4.0
USP3	1144.0	404.0	1313.0	1749.0	1845.0	1663.0	385.0	226.0	122.0	108.0	711.0	164.0
USP3-AS1	40.0	10.0	31.0	56.0	35.0	37.0	8.0	10.0	5.0	2.0	34.0	14.0
FBXL22	119.0	38.0	106.0	164.0	107.0	102.0	21.0	34.0	13.0	12.0	86.0	25.0
HERC1	731.0	186.0	741.0	829.0	1014.0	800.0	215.0	60.0	43.0	101.0	285.0	176.0
AC073167.1	2.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DAPK2	1535.0	457.0	736.0	738.0	1707.0	1304.0	457.0	37.0	9.0	41.0	205.0	25.0
AC015914.1	4.0	0.0	0.0	7.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM96A	2964.0	2648.0	2803.0	4450.0	3447.0	6495.0	1097.0	546.0	462.0	293.0	2674.0	803.0
SNX1	1223.0	657.0	885.0	1070.0	1320.0	2036.0	528.0	188.0	139.0	157.0	1092.0	313.0
