	A32 (411C)	A33 (414C)	A34 (417C)	A38 (432C)	A39 (440C)	F66	F67	F72	F73	F78
TLE6	2.0	0.0	12.0	0.0	4.0	18.0	4.0	6.0	11.0	2.0
TLE2	273.0	0.0	370.0	9.0	83.0	566.0	183.0	1004.0	1316.0	352.0
AC005944.1	22.0	0.0	19.0	1.0	0.0	4.0	2.0	10.0	7.0	4.0
AES	3817.0	14.0	4918.0	295.0	782.0	1857.0	284.0	4573.0	2610.0	794.0
GNA11	7759.0	52.0	9246.0	1147.0	2169.0	2301.0	202.0	5179.0	2125.0	1276.0
AC005262.2	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
KF456478.1	3.0	0.0	13.0	3.0	0.0	0.0	0.0	3.0	4.0	1.0
GNA15	4.0	0.0	3.0	0.0	10.0	18.0	4.0	37.0	13.0	5.0
AC005264.1	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
S1PR4	3.0	0.0	4.0	1.0	0.0	6.0	2.0	3.0	7.0	0.0
NCLN	1934.0	9.0	2237.0	163.0	530.0	831.0	86.0	1684.0	886.0	573.0
CELF5	12.0	0.0	5.0	0.0	5.0	28.0	14.0	26.0	38.0	6.0
AC010649.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NFIC	2329.0	2.0	1442.0	149.0	338.0	252.0	21.0	440.0	283.0	149.0
SMIM24	8405.0	176.0	22342.0	4283.0	9928.0	34914.0	4864.0	41752.0	25914.0	8284.0
AC005551.1	41.0	0.0	76.0	8.0	24.0	4.0	0.0	3.0	1.0	4.0
DOHH	450.0	4.0	411.0	29.0	101.0	498.0	56.0	1200.0	849.0	328.0
FZR1	487.0	6.0	845.0	111.0	387.0	464.0	81.0	1604.0	855.0	201.0
MFSD12	661.0	1.0	538.0	45.0	147.0	115.0	16.0	318.0	178.0	86.0
C19orf71	8.0	0.0	1.0	0.0	2.0	1.0	0.0	2.0	1.0	2.0
AC005786.3	9.0	0.0	1.0	0.0	1.0	1.0	0.0	3.0	1.0	0.0
AC005786.2	1.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0
HMG20B	1301.0	3.0	1280.0	124.0	537.0	1366.0	221.0	2164.0	1579.0	561.0
GIPC3	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	1.0	0.0
TBXA2R	2.0	0.0	0.0	0.0	0.0	2.0	1.0	8.0	4.0	4.0
CACTIN-AS1	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0
CACTIN	203.0	2.0	312.0	24.0	91.0	129.0	11.0	415.0	258.0	78.0
PIP5K1C	239.0	0.0	370.0	34.0	111.0	153.0	27.0	498.0	236.0	93.0
AC004637.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TJP3	2235.0	21.0	3096.0	394.0	1330.0	1360.0	138.0	3633.0	1413.0	739.0
APBA3	145.0	2.0	315.0	33.0	188.0	270.0	45.0	821.0	295.0	143.0
AC005954.2	25.0	1.0	0.0	0.0	2.0	8.0	0.0	2.0	0.0	4.0
MRPL54	4132.0	16.0	2503.0	353.0	1105.0	2953.0	524.0	6650.0	4578.0	1170.0
RAX2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MATK	56.0	0.0	11.0	11.0	62.0	179.0	4.0	107.0	135.0	19.0
ZFR2	0.0	0.0	0.0	0.0	3.0	9.0	0.0	10.0	4.0	1.0
ATCAY	1.0	0.0	0.0	0.0	1.0	6.0	2.0	2.0	2.0	0.0
NMRK2	2.0	0.0	0.0	0.0	1.0	1.0	1.0	133.0	1.0	1.0
DAPK3	613.0	7.0	926.0	101.0	725.0	638.0	64.0	1466.0	600.0	237.0
EEF2	27462.0	115.0	27784.0	5965.0	10215.0	37968.0	4129.0	71150.0	41595.0	16412.0
PIAS4	394.0	6.0	640.0	70.0	163.0	430.0	74.0	2402.0	790.0	280.0
ZBTB7A	3863.0	21.0	5241.0	344.0	533.0	1184.0	110.0	6061.0	1246.0	795.0
MAP2K2	3758.0	23.0	5235.0	501.0	2910.0	1515.0	301.0	7589.0	3970.0	896.0
CREB3L3	284.0	79.0	5449.0	1633.0	3666.0	4583.0	399.0	13747.0	4221.0	1356.0
SIRT6	840.0	3.0	1184.0	123.0	287.0	609.0	118.0	2040.0	956.0	377.0
ANKRD24	33.0	0.0	5.0	0.0	16.0	4.0	4.0	27.0	24.0	8.0
EBI3	5.0	0.0	2.0	0.0	2.0	39.0	6.0	98.0	66.0	14.0
YJU2	468.0	1.0	263.0	52.0	116.0	530.0	111.0	1111.0	603.0	205.0
SHD	577.0	4.0	825.0	75.0	214.0	178.0	36.0	395.0	302.0	75.0
TMIGD2	2.0	0.0	4.0	2.0	6.0	16.0	3.0	23.0	52.0	6.0
